date,Close,Open
03/10/2023,33431.31,33301.7
02/10/2023,33882.41,33431.31
29/09/2023,33519.44,33882.41
28/09/2023,33682.81,33519.44
27/09/2023,33862.68,33682.81
26/09/2023,33907.59,33862.68
25/09/2023,34077.08,33907.59
22/09/2023,34332.23,34077.08
21/09/2023,34575.50,34332.23
20/09/2023,34571.84,34575.5
19/09/2023,34639.25,34571.84
18/09/2023,34902.04,34639.25
15/09/2023,34687.50,34902.04
14/09/2023,34667.28,34687.5
13/09/2023,34620.02,34667.28
12/09/2023,34718.80,34620.02
11/09/2023,34512.30,34718.8
08/09/2023,34351.18,34512.3
07/09/2023,34611.68,34351.18
06/09/2023,34824.39,34611.68
05/09/2023,34876.24,34824.39
01/09/2023,34909.09,34876.24
31/08/2023,34847.80,34909.09
30/08/2023,34531.12,34847.8
29/08/2023,34441.64,34531.12
28/08/2023,34244.54,34441.64
25/08/2023,34439.83,34244.54
24/08/2023,34338.59,34439.83
23/08/2023,34494.17,34338.59
22/08/2023,34531.28,34494.17
21/08/2023,34265.23,34531.28
18/08/2023,34829.61,34265.23
17/08/2023,34914.96,34829.61
16/08/2023,35160.55,34914.96
15/08/2023,35273.89,35160.55
14/08/2023,35111.36,35273.89
11/08/2023,35231.54,35111.36
10/08/2023,35324.28,35231.54
09/08/2023,35345.40,35324.28
08/08/2023,35125.60,35345.4
07/08/2023,35230.13,35125.6
04/08/2023,35194.56,35230.13
03/08/2023,35551.92,35194.56
02/08/2023,35585.99,35551.92
01/08/2023,35465.97,35585.99
31/07/2023,35443.49,35465.97
28/07/2023,35558.79,35443.49
27/07/2023,35345.99,35558.79
26/07/2023,35421.49,35345.99
25/07/2023,35230.79,35421.49
24/07/2023,35274.32,35230.79
21/07/2023,35091.98,35274.32
20/07/2023,34991.21,35091.98
19/07/2023,34597.08,34991.21
18/07/2023,34499.74,34597.08
17/07/2023,34425.33,34499.74
14/07/2023,34412.31,34425.33
13/07/2023,34395.28,34412.31
12/07/2023,34056.94,34395.28
11/07/2023,33705.68,34056.94
10/07/2023,33837.07,33705.68
07/07/2023,34171.39,33837.07
06/07/2023,34344.72,34171.39
05/07/2023,34369.78,34344.72
03/07/2023,34269.92,34369.78
30/06/2023,33854.57,34269.92
29/06/2023,33881.38,33854.57
28/06/2023,33739.03,33881.38
27/06/2023,33730.79,33739.03
26/06/2023,33835.66,33730.79
23/06/2023,33900.47,33835.66
22/06/2023,33990.56,33900.47
21/06/2023,34206.66,33990.56
20/06/2023,34464.02,34206.66
16/06/2023,33945.98,34464.02
15/06/2023,34044.70,33945.98
14/06/2023,34111.08,34044.7
13/06/2023,33906.80,34111.08
12/06/2023,33852.44,33906.8
09/06/2023,33656.98,33852.44
08/06/2023,33562.47,33656.98
07/06/2023,33547.67,33562.47
06/06/2023,33771.13,33547.67
05/06/2023,33187.58,33771.13
02/06/2023,32929.85,33187.58
01/06/2023,32948.71,32929.85
31/05/2023,33103.65,32948.71
30/05/2023,32795.50,33103.65
26/05/2023,32854.26,32795.5
25/05/2023,33021.76,32854.26
24/05/2023,33190.60,33021.76
23/05/2023,33408.54,33190.6
22/05/2023,33582.95,33408.54
19/05/2023,33374.56,33582.95
18/05/2023,33092.48,33374.56
17/05/2023,33275.37,33092.48
16/05/2023,33321.21,33275.37
15/05/2023,33370.58,33321.21
12/05/2023,33383.89,33370.58
11/05/2023,33707.20,33383.89
10/05/2023,33589.85,33707.2
09/05/2023,33715.15,33589.85
08/05/2023,33248.55,33715.15
05/05/2023,33347.78,33248.55
04/05/2023,33726.64,33347.78
03/05/2023,34017.62,33726.64
02/05/2023,34116.81,34017.62
01/05/2023,33797.43,34116.81
28/04/2023,33381.66,33797.43
27/04/2023,33596.34,33381.66
26/04/2023,33828.34,33596.34
25/04/2023,33805.04,33828.34
24/04/2023,33793.60,33805.04
21/04/2023,33740.60,33793.6
20/04/2023,33889.83,33740.6
19/04/2023,33965.16,33889.83
18/04/2023,33930.46,33965.16
17/04/2023,33981.71,33930.46
14/04/2023,33668.97,33981.71
13/04/2023,33764.21,33668.97
12/04/2023,33586.75,33764.21
11/04/2023,33425.25,33586.75
10/04/2023,33420.96,33425.25
06/04/2023,33394.60,33420.96
05/04/2023,33594.79,33394.6
04/04/2023,33245.78,33594.79
03/04/2023,32901.96,33245.78
31/03/2023,32807.43,32901.96
30/03/2023,32566.54,32807.43
29/03/2023,32434.85,32566.54
28/03/2023,32276.72,32434.85
27/03/2023,32038.22,32276.72
24/03/2023,32101.49,32038.22
23/03/2023,32570.19,32101.49
22/03/2023,32420.71,32570.19
21/03/2023,31872.33,32420.71
20/03/2023,32217.32,31872.33
17/03/2023,31827.65,32217.32
16/03/2023,31759.87,31827.65
15/03/2023,32055.29,31759.87
14/03/2023,31819.93,32055.29
13/03/2023,32185.14,31819.93
10/03/2023,32876.83,32185.14
09/03/2023,32872.08,32876.83
08/03/2023,33428.31,32872.08
07/03/2023,33425.32,33428.31
06/03/2023,33076.33,33425.32
03/03/2023,32780.97,33076.33
02/03/2023,32656.37,32780.97
01/03/2023,32873.47,32656.37
28/02/2023,32906.16,32873.47
27/02/2023,32999.19,32906.16
24/02/2023,33175.39,32999.19
23/02/2023,33169.33,33175.39
22/02/2023,33699.69,33169.33
21/02/2023,33677.01,33699.69
17/02/2023,33992.09,33677.01
16/02/2023,34008.63,33992.09
15/02/2023,34194.09,34008.63
14/02/2023,33887.39,34194.09
13/02/2023,33671.54,33887.39
10/02/2023,34105.61,33671.54
09/02/2023,34132.90,34105.61
08/02/2023,33769.78,34132.9
07/02/2023,33874.44,33769.78
06/02/2023,33926.30,33874.44
03/02/2023,34129.30,33926.3
02/02/2023,34039.60,34129.3
01/02/2023,33803.56,34039.6
31/01/2023,33909.21,33803.56
30/01/2023,33952.93,33909.21
27/01/2023,33771.66,33952.93
26/01/2023,33538.36,33771.66
25/01/2023,33444.72,33538.36
24/01/2023,33439.56,33444.72
23/01/2023,33073.46,33439.56
20/01/2023,33171.35,33073.46
19/01/2023,33948.49,33171.35
18/01/2023,34222.32,33948.49
17/01/2023,34075.31,34222.32
13/01/2023,34047.86,34075.31
12/01/2023,33754.03,34047.86
11/01/2023,33516.43,33754.03
10/01/2023,33664.39,33516.43
09/01/2023,33055.30,33664.39
06/01/2023,33191.72,33055.3
05/01/2023,33165.14,33191.72
04/01/2023,33148.90,33165.14
03/01/2023,33121.61,33148.9
30/12/2022,33021.43,33121.61
29/12/2022,33264.76,33021.43
28/12/2022,33224.23,33264.76
27/12/2022,32961.06,33224.23
23/12/2022,33233.35,32961.06
22/12/2022,33028.09,33233.35
21/12/2022,32735.24,33028.09
20/12/2022,32921.45,32735.24
19/12/2022,33166.46,32921.45
16/12/2022,33773.00,33166.46
15/12/2022,34086.07,33773
14/12/2022,34268.44,34086.07
13/12/2022,33519.50,34268.44
12/12/2022,33746.71,33519.5
09/12/2022,33695.97,33746.71
08/12/2022,33556.40,33695.97
07/12/2022,33936.87,33556.4
06/12/2022,34335.73,33936.87
05/12/2022,34265.45,34335.73
02/12/2022,34533.59,34265.45
01/12/2022,33795.43,34533.59
30/11/2022,33847.80,33795.43
29/11/2022,34275.91,33847.8
28/11/2022,34213.04,34275.91
25/11/2022,34091.57,34213.04
23/11/2022,33810.05,34091.57
22/11/2022,33760.30,33810.05
21/11/2022,33606.59,33760.3
18/11/2022,33329.27,33606.59
17/11/2022,33554.93,33329.27
16/11/2022,33755.94,33554.93
15/11/2022,33662.05,33755.94
14/11/2022,33797.75,33662.05
11/11/2022,33263.91,33797.75
10/11/2022,33004.47,33263.91
09/11/2022,32934.56,33004.47
08/11/2022,32454.10,32934.56
07/11/2022,32265.01,32454.1
04/11/2022,31985.05,32265.01
03/11/2022,32576.28,31985.05
02/11/2022,32862.79,32576.28
01/11/2022,32754.27,32862.79
31/10/2022,32204.31,32754.27
28/10/2022,32062.14,32204.31
27/10/2022,31738.44,32062.14
26/10/2022,31463.65,31738.44
25/10/2022,31187.32,31463.65
24/10/2022,30291.18,31187.32
21/10/2022,30411.92,30291.18
20/10/2022,30439.04,30411.92
19/10/2022,30697.52,30439.04
18/10/2022,30059.58,30697.52
17/10/2022,30192.21,30059.58
14/10/2022,28755.83,30192.21
13/10/2022,29233.06,28755.83
12/10/2022,29085.20,29233.06
11/10/2022,29419.09,29085.2
10/10/2022,29685.27,29419.09
07/10/2022,30206.13,29685.27
06/10/2022,30078.36,30206.13
05/10/2022,29826.67,30078.36
04/10/2022,28855.25,29826.67
03/10/2022,29123.03,28855.25
30/09/2022,29513.73,29123.03
29/09/2022,29198.92,29513.73
28/09/2022,29419.88,29198.92
27/09/2022,29536.84,29419.88
26/09/2022,29955.65,29536.84
23/09/2022,30204.52,29955.65
22/09/2022,30819.39,30204.52
21/09/2022,30888.53,30819.39
20/09/2022,30722.86,30888.53
19/09/2022,30866.61,30722.86
16/09/2022,31124.68,30866.61
15/09/2022,31141.02,31124.68
14/09/2022,32006.50,31141.02
13/09/2022,32159.49,32006.5
12/09/2022,31876.22,32159.49
09/09/2022,31481.95,31876.22
08/09/2022,31145.63,31481.95
07/09/2022,31343.79,31145.63
06/09/2022,31848.50,31343.79
02/09/2022,31454.58,31848.5
01/09/2022,31827.15,31454.58
31/08/2022,32163.84,31827.15
30/08/2022,32188.00,32163.84
29/08/2022,33293.43,32188
26/08/2022,33029.27,33293.43
25/08/2022,32899.01,33029.27
24/08/2022,33033.52,32899.01
23/08/2022,33586.59,33033.52
22/08/2022,33904.69,33586.59
19/08/2022,33981.86,33904.69
18/08/2022,34029.55,33981.86
17/08/2022,33924.35,34029.55
16/08/2022,33710.70,33924.35
15/08/2022,33430.72,33710.7
12/08/2022,33451.51,33430.72
11/08/2022,33130.63,33451.51
10/08/2022,32807.36,33130.63
09/08/2022,32877.36,32807.36
08/08/2022,32593.90,32877.36
05/08/2022,32805.69,32593.9
04/08/2022,32514.21,32805.69
03/08/2022,32691.29,32514.21
02/08/2022,32755.71,32691.29
01/08/2022,32515.62,32755.71
29/07/2022,32197.62,32515.62
28/07/2022,31865.05,32197.62
27/07/2022,31950.04,31865.05
26/07/2022,31950.93,31950.04
25/07/2022,32167.92,31950.93
22/07/2022,31826.49,32167.92
21/07/2022,31829.99,31826.49
20/07/2022,31165.91,31829.99
19/07/2022,31475.98,31165.91
18/07/2022,30775.37,31475.98
15/07/2022,30451.80,30775.37
14/07/2022,30743.63,30451.8
13/07/2022,31113.31,30743.63
12/07/2022,31277.98,31113.31
11/07/2022,31348.43,31277.98
08/07/2022,31190.65,31348.43
07/07/2022,30957.30,31190.65
06/07/2022,30903.12,30957.3
05/07/2022,30737.77,30903.12
01/07/2022,30790.00,30737.77
30/06/2022,31067.41,30790
29/06/2022,31549.05,31067.41
28/06/2022,31533.60,31549.05
27/06/2022,30846.94,31533.6
24/06/2022,30570.33,30846.94
23/06/2022,30352.57,30570.33
22/06/2022,30074.69,30352.57
21/06/2022,29912.70,30074.69
17/06/2022,30305.74,29912.7
16/06/2022,30570.50,30305.74
15/06/2022,30592.34,30570.5
14/06/2022,31144.91,30592.34
13/06/2022,32053.52,31144.91
10/06/2022,32828.62,32053.52
09/06/2022,33087.07,32828.62
08/06/2022,32783.03,33087.07
07/06/2022,33032.04,32783.03
06/06/2022,32986.32,33032.04
03/06/2022,32809.01,32986.32
02/06/2022,33156.31,32809.01
01/06/2022,33160.59,33156.31
31/05/2022,32735.09,33160.59
27/05/2022,32248.17,32735.09
26/05/2022,31816.31,32248.17
25/05/2022,31717.61,31816.31
24/05/2022,31395.89,31717.61
23/05/2022,31426.94,31395.89
20/05/2022,31262.62,31426.94
19/05/2022,32468.67,31262.62
18/05/2022,32427.00,32468.67
17/05/2022,32152.15,32427
16/05/2022,31963.86,32152.15
13/05/2022,31699.04,31963.86
12/05/2022,32123.24,31699.04
11/05/2022,32504.09,32123.24
10/05/2022,32685.17,32504.09
09/05/2022,32773.88,32685.17
06/05/2022,33854.17,32773.88
05/05/2022,33171.80,33854.17
04/05/2022,33086.09,33171.8
03/05/2022,32978.49,33086.09
02/05/2022,33787.01,32978.49
29/04/2022,33425.96,33787.01
28/04/2022,33450.92,33425.96
27/04/2022,33907.49,33450.92
26/04/2022,33731.65,33907.49
25/04/2022,34727.38,33731.65
22/04/2022,35258.80,34727.38
21/04/2022,34962.67,35258.8
20/04/2022,34394.62,34962.67
19/04/2022,34411.49,34394.62
18/04/2022,34628.46,34411.49
14/04/2022,34166.64,34628.46
13/04/2022,34412.51,34166.64
12/04/2022,34630.27,34412.51
11/04/2022,34569.24,34630.27
08/04/2022,34439.24,34569.24
07/04/2022,34520.34,34439.24
06/04/2022,34876.33,34520.34
05/04/2022,34799.98,34876.33
04/04/2022,34740.89,34799.98
01/04/2022,35201.52,34740.89
31/03/2022,35273.63,35201.52
30/03/2022,35114.35,35273.63
29/03/2022,34833.03,35114.35
28/03/2022,34702.39,34833.03
25/03/2022,34406.81,34702.39
24/03/2022,34748.84,34406.81
23/03/2022,34583.24,34748.84
22/03/2022,34669.85,34583.24
21/03/2022,34466.72,34669.85
18/03/2022,33995.39,34466.72
17/03/2022,33653.93,33995.39
16/03/2022,32989.27,33653.93
15/03/2022,33000.37,32989.27
14/03/2022,33279.72,33000.37
11/03/2022,33106.77,33279.72
10/03/2022,32860.42,33106.77
09/03/2022,32885.17,32860.42
08/03/2022,33579.75,32885.17
07/03/2022,33655.43,33579.75
04/03/2022,33972.87,33655.43
03/03/2022,33379.51,33972.87
02/03/2022,33813.48,33379.51
01/03/2022,33870.62,33813.48
28/02/2022,33277.22,33870.62
25/02/2022,32830.33,33277.22
24/02/2022,33680.97,32830.33
23/02/2022,33974.09,33680.97
22/02/2022,34310.45,33974.09
18/02/2022,34858.47,34310.45
17/02/2022,34951.83,34858.47
16/02/2022,34686.19,34951.83
15/02/2022,34694.50,34686.19
14/02/2022,35267.89,34694.5
11/02/2022,35630.81,35267.89
10/02/2022,35614.90,35630.81
09/02/2022,35160.68,35614.9
08/02/2022,35108.38,35160.68
07/02/2022,35095.74,35108.38
04/02/2022,35520.08,35095.74
03/02/2022,35378.19,35520.08
02/02/2022,35151.47,35378.19
01/02/2022,34691.17,35151.47
31/01/2022,34135.24,34691.17
28/01/2022,34261.75,34135.24
27/01/2022,34520.82,34261.75
26/01/2022,34186.64,34520.82
25/01/2022,34070.61,34186.64
24/01/2022,34701.69,34070.61
21/01/2022,35102.66,34701.69
20/01/2022,35412.30,35102.66
19/01/2022,35661.76,35412.3
18/01/2022,35996.43,35661.76
14/01/2022,36312.49,35996.43
13/01/2022,36336.16,36312.49
12/01/2022,36058.85,36336.16
11/01/2022,36175.21,36058.85
10/01/2022,36249.59,36175.21
07/01/2022,36409.05,36249.59
06/01/2022,36722.60,36409.05
05/01/2022,36636.00,36722.6
04/01/2022,36321.59,36636
03/01/2022,36385.85,36321.59
31/12/2021,36522.48,36385.85
30/12/2021,36421.14,36522.48
29/12/2021,36302.99,36421.14
28/12/2021,35954.48,36302.99
27/12/2021,35782.42,35954.48
23/12/2021,35491.71,35782.42
22/12/2021,35069.50,35491.71
21/12/2021,35222.12,35069.5
20/12/2021,35800.11,35222.12
17/12/2021,36036.28,35800.11
16/12/2021,35549.35,36036.28
15/12/2021,35605.73,35549.35
14/12/2021,35958.93,35605.73
13/12/2021,35830.55,35958.93
10/12/2021,35722.26,35830.55
09/12/2021,35716.85,35722.26
08/12/2021,35423.99,35716.85
07/12/2021,34633.43,35423.99
06/12/2021,34692.78,34633.43
03/12/2021,34076.25,34692.78
02/12/2021,34678.94,34076.25
01/12/2021,35056.99,34678.94
30/11/2021,35017.71,35056.99
29/11/2021,35366.69,35017.71
26/11/2021,35752.31,35366.69
24/11/2021,35619.92,35752.31
23/11/2021,35631.41,35619.92
22/11/2021,35879.09,35631.41
19/11/2021,35901.69,35879.09
18/11/2021,36159.70,35901.69
17/11/2021,36076.18,36159.7
16/11/2021,36128.83,36076.18
15/11/2021,35963.78,36128.83
12/11/2021,36038.78,35963.78
11/11/2021,36299.25,36038.78
10/11/2021,36404.53,36299.25
09/11/2021,36416.46,36404.53
08/11/2021,36268.75,36416.46
05/11/2021,36107.46,36268.75
04/11/2021,36059.09,36107.46
03/11/2021,35935.11,36059.09
02/11/2021,35833.65,35935.11
01/11/2021,35712.28,35833.65
29/10/2021,35545.41,35712.28
28/10/2021,35835.43,35545.41
27/10/2021,35791.05,35835.43
26/10/2021,35692.62,35791.05
25/10/2021,35607.72,35692.62
22/10/2021,35520.32,35607.72
21/10/2021,35475.16,35520.32
20/10/2021,35325.37,35475.16
19/10/2021,35221.02,35325.37
18/10/2021,35023.63,35221.02
15/10/2021,34443.22,35023.63
14/10/2021,34372.71,34443.22
13/10/2021,34507.15,34372.71
12/10/2021,34723.79,34507.15
11/10/2021,34757.57,34723.79
08/10/2021,34509.72,34757.57
07/10/2021,34198.96,34509.72
06/10/2021,34035.25,34198.96
05/10/2021,34312.96,34035.25
04/10/2021,33930.70,34312.96
01/10/2021,34467.98,33930.7
30/09/2021,34360.08,34467.98
29/09/2021,34747.70,34360.08
28/09/2021,34739.27,34747.7
27/09/2021,34762.31,34739.27
24/09/2021,34296.30,34762.31
23/09/2021,34006.87,34296.3
22/09/2021,34025.61,34006.87
21/09/2021,34459.72,34025.61
20/09/2021,34737.86,34459.72
17/09/2021,34810.27,34737.86
16/09/2021,34580.95,34810.27
15/09/2021,34906.90,34580.95
14/09/2021,34665.50,34906.9
13/09/2021,34949.59,34665.5
10/09/2021,35013.08,34949.59
09/09/2021,35087.45,35013.08
08/09/2021,35373.24,35087.45
07/09/2021,35401.73,35373.24
03/09/2021,35353.06,35401.73
02/09/2021,35387.55,35353.06
01/09/2021,35391.38,35387.55
31/08/2021,35471.80,35391.38
30/08/2021,35231.11,35471.8
27/08/2021,35449.68,35231.11
26/08/2021,35388.77,35449.68
25/08/2021,35382.72,35388.77
24/08/2021,35160.97,35382.72
23/08/2021,34917.96,35160.97
20/08/2021,34874.67,34917.96
19/08/2021,35310.20,34874.67
18/08/2021,35500.01,35310.2
17/08/2021,35490.83,35500.01
16/08/2021,35551.56,35490.83
13/08/2021,35481.94,35551.56
12/08/2021,35300.89,35481.94
11/08/2021,35135.17,35300.89
10/08/2021,35229.67,35135.17
09/08/2021,35077.44,35229.67
06/08/2021,34815.61,35077.44
05/08/2021,35047.44,34815.61
04/08/2021,34864.10,35047.44
03/08/2021,34968.56,34864.1
02/08/2021,35013.26,34968.56
30/07/2021,34985.99,35013.26
29/07/2021,35109.95,34985.99
28/07/2021,35078.90,35109.95
27/07/2021,35055.86,35078.9
26/07/2021,34855.11,35055.86
23/07/2021,34799.68,34855.11
22/07/2021,34556.96,34799.68
21/07/2021,33981.79,34556.96
20/07/2021,34528.48,33981.79
19/07/2021,35007.94,34528.48
16/07/2021,34924.81,35007.94
15/07/2021,34920.83,34924.81
14/07/2021,34959.96,34920.83
13/07/2021,34836.75,34959.96
12/07/2021,34457.51,34836.75
09/07/2021,34569.01,34457.51
08/07/2021,34604.17,34569.01
07/07/2021,34790.16,34604.17
06/07/2021,34642.42,34790.16
02/07/2021,34507.32,34642.42
01/07/2021,34290.74,34507.32
30/06/2021,34338.89,34290.74
29/06/2021,34428.10,34338.89
28/06/2021,34328.10,34428.1
25/06/2021,33933.91,34328.1
24/06/2021,33948.54,33933.91
23/06/2021,33872.56,33948.54
22/06/2021,33312.07,33872.56
21/06/2021,33622.70,33312.07
18/06/2021,34014.38,33622.7
17/06/2021,34308.48,34014.38
16/06/2021,34397.10,34308.48
15/06/2021,34472.52,34397.1
14/06/2021,34499.81,34472.52
11/06/2021,34502.51,34499.81
10/06/2021,34626.16,34502.51
09/06/2021,34645.84,34626.16
08/06/2021,34766.20,34645.84
07/06/2021,34618.69,34766.2
04/06/2021,34550.31,34618.69
03/06/2021,34614.62,34550.31
02/06/2021,34584.19,34614.62
01/06/2021,34558.50,34584.19
28/05/2021,34432.47,34558.5
27/05/2021,34336.34,34432.47
26/05/2021,34428.66,34336.34
25/05/2021,34253.87,34428.66
24/05/2021,34121.91,34253.87
21/05/2021,33906.30,34121.91
20/05/2021,33945.81,33906.3
19/05/2021,34351.18,33945.81
18/05/2021,34375.29,34351.18
17/05/2021,34050.86,34375.29
14/05/2021,33624.74,34050.86
13/05/2021,34206.40,33624.74
12/05/2021,34572.74,34206.4
11/05/2021,34785.27,34572.74
10/05/2021,34578.27,34785.27
07/05/2021,34245.11,34578.27
06/05/2021,34163.99,34245.11
05/05/2021,34080.20,34163.99
04/05/2021,33904.89,34080.2
03/05/2021,33988.75,33904.89
30/04/2021,33855.64,33988.75
29/04/2021,33860.46,33855.64
28/04/2021,33932.13,33860.46
27/04/2021,34044.23,33932.13
26/04/2021,33804.52,34044.23
23/04/2021,34109.88,33804.52
22/04/2021,33808.30,34109.88
21/04/2021,34034.18,33808.3
20/04/2021,34182.38,34034.18
19/04/2021,34058.16,34182.38
16/04/2021,33788.53,34058.16
15/04/2021,33668.95,33788.53
14/04/2021,33721.16,33668.95
13/04/2021,33775.06,33721.16
12/04/2021,33526.19,33775.06
09/04/2021,33469.89,33526.19
08/04/2021,33444.98,33469.89
07/04/2021,33500.02,33444.98
06/04/2021,33222.38,33500.02
05/04/2021,33054.58,33222.38
01/04/2021,33116.04,33054.58
31/03/2021,33127.88,33116.04
30/03/2021,33087.55,33127.88
29/03/2021,32681.07,33087.55
26/03/2021,32346.81,32681.07
25/03/2021,32470.88,32346.81
24/03/2021,32691.50,32470.88
23/03/2021,32601.82,32691.5
22/03/2021,32858.36,32601.82
19/03/2021,32928.16,32858.36
18/03/2021,32825.52,32928.16
17/03/2021,32966.75,32825.52
16/03/2021,32798.84,32966.75
15/03/2021,32462.40,32798.84
12/03/2021,32354.50,32462.4
11/03/2021,31906.96,32354.5
10/03/2021,31892.35,31906.96
09/03/2021,31512.15,31892.35
08/03/2021,31029.18,31512.15
05/03/2021,31289.01,31029.18
04/03/2021,31352.96,31289.01
03/03/2021,31535.37,31352.96
02/03/2021,31065.90,31535.37
01/03/2021,31401.29,31065.9
26/02/2021,31955.94,31401.29
25/02/2021,31499.75,31955.94
24/02/2021,31501.89,31499.75
23/02/2021,31381.12,31501.89
22/02/2021,31504.13,31381.12
19/02/2021,31558.60,31504.13
18/02/2021,31485.61,31558.6
17/02/2021,31472.08,31485.61
16/02/2021,31420.80,31472.08
12/02/2021,31466.49,31420.8
11/02/2021,31428.02,31466.49
10/02/2021,31359.88,31428.02
09/02/2021,31191.20,31359.88
08/02/2021,31093.81,31191.2
05/02/2021,30737.78,31093.81
04/02/2021,30689.65,30737.78
03/02/2021,30276.88,30689.65
02/02/2021,30054.73,30276.88
01/02/2021,30553.91,30054.73
29/01/2021,30377.19,30553.91
28/01/2021,30893.78,30377.19
27/01/2021,30968.55,30893.78
